我的收藏,#genre#
iHOT爱喜剧,http://111.11.123.49:6610/000000001000/6000000006000010630/1.m3u8?Contentid=6000000006000010630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱悬疑,http://111.11.123.49:6610/000000001000/6000000006000050630/1.m3u8?Contentid=6000000006000050630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱都市,http://111.11.123.49:6610/000000001000/6000000006000080630/1.m3u8?Contentid=6000000006000080630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱浪漫,http://111.11.123.49:6610/000000001000/6000000006000040630/1.m3u8?Contentid=6000000006000040630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱青春,http://111.11.123.49:6610/000000001000/6000000006000100630/1.m3u8?Contentid=6000000006000100630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱探索,http://111.11.123.49:6610/000000001000/6000000006000300630/1.m3u8?Contentid=6000000006000300630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱奇谈,http://111.11.123.49:6610/000000001000/6000000006000270630/1.m3u8?Contentid=6000000006000270630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱历史,http://111.11.123.49:6610/000000001000/6000000006000150630/1.m3u8?Contentid=6000000006000150630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱猎奇,http://111.11.123.49:6610/000000001000/6000000006000190630/1.m3u8?Contentid=6000000006000190630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱科学,http://111.11.123.49:6610/000000001000/6000000006000160630/1.m3u8?Contentid=6000000006000160630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱解密,http://111.11.123.49:6610/000000001000/6000000006000200630/1.m3u8?Contentid=6000000006000200630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱旅行,http://111.11.123.49:6610/000000001000/6000000006000250630/1.m3u8?Contentid=6000000006000250630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱极限,http://111.11.123.49:6610/000000001000/6000000006000170630/1.m3u8?Contentid=6000000006000170630&livemode=1&stbId=3&channel-id=wasusyt
更多资源，公众号：派森的盒子
https://www.pyhezi.com
港澳,#genre#
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://39.135.49.209:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰中文,http://39.135.48.221:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://39.135.49.209:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
凤凰资讯,http://39.135.48.221:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
TVB翡翠,http://124.223.92.77/代理文件/谷豆豆再盜死全家哦哦哦/gudouhui.php?id=1350_4500&/PLTV/hls.smil.m3u8
TVB翡翠,http://meimei.kandiantv.cn/taitai/tbs.php?id=1
TVB明珠,http://124.223.92.77/代理文件/谷豆豆再盜死全家哦哦哦/gudouhui.php?id=1351_4500&/PLTV/hls.smil.m3u8
TVB明珠,http://meimei.kandiantv.cn/taitai/tbs.php?id=13
TVB星河,http://tv.mushui.tk:9090/maotv/808xyz/tv.php?id=35
TVB星河,http://meimei.kandiantv.cn/taitai/tbs.php?id=14
TVB功夫,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8
TVB功夫,http://124.223.92.77/代理文件/AAAAA輪博專區/嗶哩嗶哩.php?id=21715386
TVB J2,http://meimei.kandiantv.cn/taitai/tbs.php?id=12
TVB J2,http://120.84.96.29:808/hls/86/index.m3u8
無線新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=9
無線財經,http://meimei.kandiantv.cn/taitai/tbs.php?id=10
有線新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=24
有線財經,http://meimei.kandiantv.cn/taitai/tbs.php?id=28
有線体育,http://meimei.kandiantv.cn/taitai/tbs.php?id=27
赛马18台,http://meimei.kandiantv.cn/taitai/tbs.php?id=25
赛马603,http://meimei.kandiantv.cn/taitai/tbs.php?id=26
Now新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=16
Now财经,http://meimei.kandiantv.cn/taitai/tbs.php?id=17
開电视,http://meimei.kandiantv.cn/taitai/tbs.php?id=7
Viu TV,http://meimei.kandiantv.cn/taitai/tbs.php?id=8
RTHK31,http://meimei.kandiantv.cn/taitai/tbs.php?id=20
RTHK32,http://meimei.kandiantv.cn/taitai/tbs.php?id=21
灣灣,#genre#
中視 HD ,http://meimei.kandiantv.cn/taitai/tbs.php?id=82
華視 HD ,http://meimei.kandiantv.cn/taitai/tbs.php?id=86
民視 HD ,http://meimei.kandiantv.cn/taitai/tbs.php?id=84
台視 HD ,http://meimei.kandiantv.cn/taitai/tbs.php?id=83
壹新闻,http://meimei.kandiantv.cn/taitai/tbs.php?id=58
TVBS HD,http://meimei.kandiantv.cn/taitai/tbs.php?id=95
TVBS新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=54
寰宇新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=63
年代新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=61
中天新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=53
東森新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=55
三立新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=57
中視新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=60
民視新聞,http://meimei.kandiantv.cn/taitai/tbs.php?id=59
民視台灣,http://meimei.kandiantv.cn/taitai/tbs.php?id=99
民視第一,http://meimei.kandiantv.cn/taitai/tbs.php?id=100
龍華戲劇,http://59.125.98.83:8534/http/192.168.1.9:8066/hls/210/10010/cstv10.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龍華日韓,http://59.125.98.83:8535/http/192.168.1.9:8066/hls/210/10011/cstv11.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
龍華偶像,http://59.125.98.83:8536/http/192.168.1.9:8066/hls/210/10012/cstv12.m3u8?token=7375646f1298469fcd2cecf4cc31d29c6f203f0d
动物星球,http://50.7.220.74:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
动物星球,http://50.7.220.74:8278/animalplanet_twn/playlist.m3u8?tid=MABA3681856636818566&ct=18393&tsum=2066d4c793195f8449577d35af941288
數字,#genre#
Y+劇場,http://117.148.179.146/PLTV/88888888/224/3221230226/index.m3u8?icpid=88888888&from=8&hms_devid=284,144&prioritypopid=8&online=1638240466
峨嵋电影,http://113.50.66.47:8104/live.rxip.sc96655.com/live/emdygqH265_4000.m3u8
OHD电影,http://182.151.211.171:808/hls/58/index.m3u8
4K超高清,http://113.50.66.47:8104/live.rxip.sc96655.com/live/emdy4k_8000.m3u8
IPTV 4K,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO3%2B2%2FLci77HWE%2FMDUdCEgEA%3D%3D%3A20211105223205%2C10000100000000050000000003887500%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV淘電影,http://39.134.135.81/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO7Z60nQmH%2FQdgWVzAI0y58w%3D%3D%3A20211105223205%2C10000100000000050000000003887498%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV淘剧场,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOatI%2F3LD77f6VT%2BVI0tODRw%3D%3D%3A20211105223205%2C10000100000000050000000003887497%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV淘娱乐,http://39.134.134.88/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOtChdQBj46BMs%2FmbjOB0PZw%3D%3D%3A20211105223205%2C10000100000000050000000003887499%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV淘Baby,http://39.134.134.89/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOBGhARyizMEPlAOe9nM1b5Q%3D%3D%3A20211105223205%2C10000100000000050000000003887496%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV萌宠TV,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOSDD3mErwuVWF5DqfHIW%2FMQ%3D%3D%3A20211105223205%2C10000100000000050000000003887495%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV高清院线,http://58.20.64.92:9998/tsfile/live/1033_1.m3u8
IPTV古装剧场,http://58.20.64.92:9998/tsfile/live/1044_1.m3u8
IPTV抗战剧场,http://58.20.64.92:9998/tsfile/live/1032_1.m3u8
IPTV芒果互娱,http://223.145.212.73:12345/udp/239.76.253.126:9000
IPTV甜宠剧场,http://223.145.212.73:12345/udp/239.76.254.109:9000
IPTV戏剧频道,http://223.145.212.73:12345/udp/239.76.253.40:9000
IPTV综艺纪实,http://223.145.212.73:12345/udp/239.76.254.111:9000
IPTV搞笑动画,http://223.145.212.73:12345/udp/239.76.254.207:9000
IPTV故事频道,http://223.145.212.73:12345/udp/239.76.253.41:9000
IPTV健康之路,http://223.145.212.73:12345/udp/239.76.253.42:9000
IPTV精选热播,http://223.145.212.73:12345/udp/239.76.254.110:9000
IPTV广场舞,http://223.145.212.73:12345/udp/239.76.252.134:9000
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CCTV-第一剧场,http://zb.688768.xyz/ysp/ysp.php?id=2012514403
CCTV-风云剧场,http://zb.688768.xyz/ysp/ysp.php?id=2012513603
CCTV-风云音乐,http://zb.688768.xyz/ysp/ysp.php?id=2012514103
CCTV-风云足球,http://zb.688768.xyz/ysp/ysp.php?id=2012514203
CCTV-世界地理,http://zb.688768.xyz/ysp/ysp.php?id=2012513303
CCTV-女性时尚,http://zb.688768.xyz/ysp/ysp.php?id=2012513903
CCTV-怀旧剧场,http://zb.688768.xyz/ysp/ysp.php?id=2012511203
CCTV-兵器科技,http://zb.688768.xyz/ysp/ysp.php?id=2012513403
CCTV-央视精品,http://zb.688768.xyz/ysp/ysp.php?id=2012513803
CCTV-电视指南,http://zb.688768.xyz/ysp/ysp.php?id=2012514003
CCTV-卫生健康,http://zb.688768.xyz/ysp/ysp.php?id=2012513503
CCTV高尔夫网球,http://zb.688768.xyz/ysp/ysp.php?id=2012512503
兒童,#genre#
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
动画乐园,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8
动漫秀场,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8
小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
小猪佩奇,http://118.26.120.23:55336/tslive/c53_lb_78_600_t10/c53_lb_78_600_t10.m3u8?key=0b292c335e5837e94a815c2c45ffe0057
英文儿歌,http://118.26.120.23:55336/tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key=0b292c335e5837e94dd521635e537be73
童年经典,http://118.26.120.23:55336/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
玩具乐园,http://118.26.120.37:55336/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
猫和老鼠,http://118.26.120.23:55336/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
猫和老鼠,http://txtest-xp2p.p2p.huya.com/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs
怀旧动画,http://118.26.120.36:55336/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
动画电影,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe
宝宝课堂,http://118.26.120.23:55336/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
奥特曼集,http://118.26.120.35:55336/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
倒霉熊集,http://118.26.120.37:55336/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
亲子启蒙,http://118.26.120.23:55336/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
宝宝巴士,http://118.26.120.35:55336/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key=0b292c335e5837e947f9409c59228f3e6
儿童乐园,http://118.26.120.23:55336/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
儿歌大全,http://118.26.120.23:55336/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
名偵探柯南,http://118.26.120.23:55336/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
动画小天地,http://118.26.120.34:55336/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
兔小贝兒歌,http://118.26.120.22:55336/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
亲子小游戏,http://118.26.120.23:55336/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
海绵宝宝,http://txtest-xp2p.p2p.huya.com/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs
蜡笔小新,http://txtest-xp2p.p2p.huya.com/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.xs
路飞海盗,http://txtest-xp2p.p2p.huya.com/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
爆笑虫子,http://txtest-xp2p.p2p.huya.com/98282154-98282154-422118637210435584-3465852224-10057-A-0-1.xs
小品集錦,http://txtest-xp2p.p2p.huya.com/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs
成龙历险记,http://txtest-xp2p.p2p.huya.com/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs
音樂,#genre#
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
9X音乐,http://d2q8p4pe5spbak.cloudfront.net/bpk-tv/9XM/9XM.isml/9XM-audio_208482_und=208000-video=877600.m3u8
9XJalwa,http://d2q8p4pe5spbak.cloudfront.net/bpk-tv/9XJalwa/9XJalwa.isml/9XJalwa-audio_208482_und=208000-video=877600.m3u8
9XJhakaas,http://d2q8p4pe5spbak.cloudfront.net/bpk-tv/9Xjhakaas/9Xjhakaas.isml/9Xjhakaas-audio_208482_und=208000-video=877600.m3u8
9XTashan,http://d2q8p4pe5spbak.cloudfront.net/bpk-tv/9Xtashan/9Xtashan.isml/9Xtashan-audio_208482_und=208000-video=877600.m3u8
韩宝仪经典,https://vdse.bdstatic.com//87eec5e3259af99025ce76d06357dab8.mp4
经典歌曲(林翠萍),https://vdse.bdstatic.com//d18ce7521b67a9d0b50cf805034f2e21.mp4
歌曲联唱(林翠萍/林玉英),https://vdse.bdstatic.com//7db965a410019e9021f6c6aa33057d25.mp4
经典电子琴舞曲,https://vd2.bdstatic.com/mda-mfkp4t4hx4tx0qu0/sc/cae_h264/1624313449645518076/mda-mfkp4t4hx4tx0qu0.mp4
東權經典,https://vd3.bdstatic.com/mda-kgbi04ktjzerh851/hd/mda-kgbi04ktjzerh851.mp4?pd=19&vt=1
今夜心跳,https://vd3.bdstatic.com/mda-nbcdh1nifg55pe8k/hd/cae_h264_delogo/1644745137667409908/mda-nbcdh1nifg55pe8k.mp4?pd=19&vt=1
撕碎的爱,https://vdse.bdstatic.com//fbdeca270bc962fcabac1d88197de6a1.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-04-24T08%3A24%3A21Z%2F-1%2Fhost%2Fa2934766886a7afea071160d1c2375c35d7f405882070b2705b9cdc12df69023
潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
路灯小妹妹,https://vdse.bdstatic.com//6d2d2b5e1dda334b9ff7eed22fcb7280.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-04-24T14%3A03%3A09Z%2F-1%2Fhost%2Fc02db4783d704a43fa93db7ce16981f4fdc28fa6f9c62fddc1fb2aa057d348d1
神秘的眼睛,https://vd3.bdstatic.com/mda-kiqutdf76sh24muz/mda-kiqutdf76sh24muz.mp4?pd=19&vt=1
情人,https://vd4.bdstatic.com/mda-nd70749mmr3e4jwi/720p/h264_delogo/1649376603011440658/mda-nd70749mmr3e4jwi.mp4
桃花运,https://vd3.bdstatic.com/mda-mk7ky58gqe96spw5/sc/cae_h264/1636412320322489666/mda-mk7ky58gqe96spw5.mp4
那一夜,https://vdse.bdstatic.com//da6d866213a8bce7b317f508cf702e2e.mp4
好姑娘,https://vd4.bdstatic.com/mda-ndg7s3e5sfaqdf1e/720p/h264_delogo/1650173548131053835/mda-ndg7s3e5sfaqdf1e.mp4
迟志强,https://vd4.bdstatic.com/mda-nca46j3r1inz6rqi/sc/cae_h264_delogo/1647016245643127797/mda-nca46j3r1inz6rqi.mp4
拈花一笑,https://vdse.bdstatic.com//7cfaf27a4db89583e069a40fbc2ed84b.mp4
涛声依旧,https://vdse.bdstatic.com//db8ba0fda2aad9cb15aa32887a160f06.mp4
涛声依旧,http://song.mvbox.cn/mv/07/90708407-3.mp4
牧野情歌,https://vd3.bdstatic.com/mda-kawp67ss1zpk0ci3/hd/mda-kawp67ss1zpk0ci3.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
苦乐年华,https://vd2.bdstatic.com/mda-nd817j9ttjif6evy/sc/cae_h264_delogo/1649466684214808203/mda-nd817j9ttjif6evy.mp4
自由飞翔,https://vd2.bdstatic.com/mda-mmsc5sk2x6qe3xvh/cae_h264/1640611389713557215/mda-mmsc5sk2x6qe3xvh.mp4
背叛情歌,https://vd2.bdstatic.com/mda-nd9g7g9pdc9d06hz/sc/cae_h264_delogo/1649669454990045825/mda-nd9g7g9pdc9d06hz.mp4
迟来的爱,https://vd2.bdstatic.com/mda-nd79zqixse52ex6g/sc/cae_h264_delogo/1649456661614956470/mda-nd79zqixse52ex6g.mp4
妈妈的吻,https://vd3.bdstatic.com/mda-nbt2rgqxwyp3kdys/sc/cae_h264_delogo/1646014598097226242/mda-nbt2rgqxwyp3kdys.mp4
妈妈我想你,https://vd4.bdstatic.com/mda-nc56nis37pt254xu/sc/cae_h264_delogo/1646542894791158871/mda-nc56nis37pt254xu.mp4
说句心里话,https://vd4.bdstatic.com/mda-nag5q8cwcaq6j0s8/sc/cae_h264_delogo/1642399485565600771/mda-nag5q8cwcaq6j0s8.mp4
偏偏喜欢你,https://vdse.bdstatic.com//c1e04e418d20de0e27b5bf09722d96e7.mp4
人间惊鸿客,https://vd3.bdstatic.com/mda-mh2bbyjcqjxjhzkd/1080p/cae_h264/1627978577559447916/mda-mh2bbyjcqjxjhzkd.mp4
伤不起dj,https://vd2.bdstatic.com/mda-ndk1gp50bp71j652/cae_h264_delogo/1650507809324077232/mda-ndk1gp50bp71j652.mp4
都说DJ版,https://vd4.bdstatic.com/mda-ndb9yi0k03amtv7f/cae_h264_delogo/1649747522125860098/mda-ndb9yi0k03amtv7f.mp4
伤感DJ舞曲,https://vd4.bdstatic.com/mda-nd6bc8xe1xbgwzyh/sc/cae_h264_delogo/1649377336715585456/mda-nd6bc8xe1xbgwzyh.mp4
宝贝对不起dj,https://vd4.bdstatic.com/mda-ndm114622ccejsm4/cae_h264_delogo/1650588683136181251/mda-ndm114622ccejsm4.mp4
火火的姑娘,https://vd3.bdstatic.com/mda-ndc4cv021f9igk18/sc/cae_h264_delogo/1649827389228211804/mda-ndc4cv021f9igk18.mp4
最炫民族风,https://vd3.bdstatic.com/mda-ndhcr02m100dpe3q/cae_h264_delogo/1650273397582151938/mda-ndhcr02m100dpe3q.mp4
我热恋的故乡,https://vd3.bdstatic.com/mda-naj4p68phxbr7wq2/sc/cae_h264_delogo/1642650247106519012/mda-naj4p68phxbr7wq2.mp4
片片相思赋予谁,https://vd2.bdstatic.com/mda-ndha429y9h0rwe0r/sc/cae_h264_delogo/1650280583000102165/mda-ndha429y9h0rwe0r.mp4
遇上你是我的缘,https://vd3.bdstatic.com/mda-nddc3jd32sj9zcwx/720p/h264_delogo/1649925221640457636/mda-nddc3jd32sj9zcwx.mp4
你把爱情给了谁,https://vd2.bdstatic.com/mda-ndjitzt644ben01c/sc/cae_h264_delogo/1650468285857995683/mda-ndjitzt644ben01c.mp4
中国人,http://song.mvbox.cn/mv/04/90505704-3.mp4
闯码头,http://song.mvbox.cn/mv/78/90973678-3.mp4
黄梅戏,http://song.mvbox.cn/mv/37/90576737-1.mp4
月满西楼,http://song.mvbox.cn/mv/26/90509526-6.mp4
最亲的人,http://song.mvbox.cn/mv/97/90366197-1.mp4
霸王别姬,http://song.mvbox.cn/mv/36/90506136-3.mp4
精忠报国,http://song.mvbox.cn/mv/03/90507203-6.mp4
中国功夫,http://song.mvbox.cn/mv/07/90509707-2.mp4
江山无限,http://song.mvbox.cn/mv/54/90507154-2.mp4
爱情买卖,http://song.mvbox.cn/mv/03/90970903-6.mp4
中华民谣,http://song.mvbox.cn/mv/15/90509715-6.mp4
雾里看花,http://song.mvbox.cn/mv/83/90508883-2.mp4
十三不亲,http://song.mvbox.cn/mv/41/90508241-2.mp4
九月九的酒,http://song.mvbox.cn/mv/83/90510883-6.mp4
九九女儿红,http://song.mvbox.cn/mv/76/90510876-6.mp4
山不转水转,http://song.mvbox.cn/mv/41/90511541-6.mp4
不白活一回,http://song.mvbox.cn/mv/63/90510163-6.mp4
我的中国心,http://song.mvbox.cn/mv/82/90511882-7.mp4
毛阿敏渴望,http://song.mvbox.cn/mv/53/90501453-1.mp4
祝福你亲爱的,http://song.mvbox.cn/mv/98/90579098-2.mp4
測試,#genre#
卫视中文,p5p://fccs.123178.top:9906/6045bbb2000922ef0678142229e89274.ts
卫视电影,p5p://fccs.123178.top:9906/607318ce000ef9a107a827d158704e10.ts
星卫电影,p5p://fccs.123178.top:9906/6044d33b0006a70302ec02a7d10a2600.ts
星卫电影,http://50.7.218.42:8278/xingwei_movie/playlist.m3u8?tid=ma80888ed462f18082236&ct=17874&tsum=2824e7b9d4ec19ce7b4f8f69d23d7ceb
纬来戏剧,p5p://fccs.123178.top:9906/6044a124000716e6022858ec2ddd7840.ts
纬来电影,p5p://fccs.123178.top:9906/614959e10009f39d0d9ff75817774dbe
东森戏剧,p5p://fccs.123178.top:9906/60449e3500031323021ce24de00b3ef2.ts
东森电影,p5p://fccs.123178.top:9906/61494e4c000044800d72b6d5c1b77f5c
东森电影,http://50.7.218.42:8278/ettvmovie/playlist.m3u8?tid=md2ba4c243ed411481253&ct=17874&tsum=4637ffbc3260e78931b566300e618313
龙祥时代,p5p://fccs.123178.top:9906/6045bb31000469b906761b04cfa6bdb1.ts
东森洋片,http://50.7.218.42:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
八大綜合,http://50.7.218.42:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
八大娱乐,http://50.7.218.42:8278/badaentertain/playlist.m3u8?tid=m6f7aed1b4260&ct=18335&tsum=fd808db00f6ca5c51dd3de7d3e214287
八大戏剧,http://50.7.218.42:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
广东省内,#genre#
精选 4k,rtsp://183.59.156.50/PLTV/88888905/224/3221229891/10000100000000060000000009714024_0.smil?0&accountinfo=%7E%7EV2.0%7Ewh4GzNmJ9Ru12FmJnUao9A%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
